userId,movieId,rating,timestamp,imdbId
1,1,4,964982703,114709
1,3,4,964981247,113228
1,6,4,964982224,113277
1,47,5,964983815,114369
1,50,5,964982931,114814
1,70,3,964982400,116367
1,101,5,964980868,115734
1,110,4,964982176,112573
1,151,5,964984041,114287
1,157,5,964984100,109370
1,163,5,964983650,112851
1,216,5,964981208,112508
1,223,3,964980985,109445
1,231,5,964981179,109686
1,235,4,964980908,109707
1,260,5,964981680,76759
1,296,3,964982967,110912
1,316,3,964982310,111282
1,333,5,964981179,114694
1,349,4,964982563,109444
1,356,4,964980962,109830
1,362,5,964982588,110213
1,367,4,964981710,110475
1,423,3,964982363,109303
1,441,4,964980868,106677
1,457,5,964981909,106977
1,480,4,964982346,107290
1,500,3,964981208,107614
1,527,5,964984002,108052
1,543,4,964981179,108174
1,552,4,964982653,108333
1,553,5,964984153,108358
1,590,4,964982546,99348
1,592,4,964982271,96895
1,593,4,964983793,102926
1,596,5,964982838,32910
1,608,5,964982931,116282
1,648,3,964982563,117060
1,661,5,964982838,116683
1,673,3,964981775,117705
1,733,4,964982400,117500
1,736,3,964982653,117998
1,780,3,964984086,116629
1,804,4,964980499,117628
1,919,5,964982475,32138
1,923,5,964981529,33467
1,940,5,964982176,29843
1,943,4,964983614,39420
1,954,5,964983219,31679
1,1009,3,964981775,72951
1,1023,5,964982681,63819
1,1024,5,964982876,38166
1,1025,5,964982791,57546
1,1029,5,964982855,33563
1,1030,3,964982903,76538
1,1031,5,964982653,66817
1,1032,5,964982791,43274
1,1042,4,964981179,117887
1,1049,5,964982400,116409
1,1060,4,964980924,117802
1,1073,5,964981680,67992
1,1080,5,964981327,79470
1,1089,5,964982951,105236
1,1090,4,964984018,91763
1,1092,5,964983484,103772
1,1097,5,964981680,83866
1,1127,4,964982513,96754
1,1136,5,964981327,71853
1,1196,5,964981827,80684
1,1197,5,964981872,93779
1,1198,5,964981827,82971
1,1206,5,964983737,66921
1,1208,4,964983250,78788
1,1210,5,964980499,86190
1,1213,5,964982951,99685
1,1214,4,964981855,78748
1,1219,2,964983393,54215
1,1220,5,964981909,80455
1,1222,5,964981909,93058
1,1224,5,964984018,97499
1,1226,5,964983618,45061
1,1240,5,964983723,88247
1,1256,5,964981442,23969
1,1258,3,964983414,81505
1,1265,4,964983599,107048
1,1270,5,964983705,88763
1,1275,5,964982290,91203
1,1278,5,964983414,72431
1,1282,5,964982703,32455
1,1291,5,964981909,97576
1,1298,5,964984086,84503
1,1348,4,964983393,13442
1,1377,3,964982653,103776
1,1396,3,964983017,105435
1,1408,3,964982310,104691
1,1445,3,964984112,119640
1,1473,4,964980875,118702
1,1500,4,964980985,119229
1,1517,5,964981107,118655
1,1552,4,964982620,118880
1,1573,5,964982290,119094
1,1580,3,964981125,119654
1,1587,5,964982346,82198
1,1617,5,964982951,119488
1,1620,4,964983056,119468
1,1625,5,964983504,119174
1,1644,3,964983536,119345
1,1676,3,964982620,120201
1,1732,5,964981125,118715
1,1777,4,964981230,120888
1,1793,4,964981404,120491
1,1804,5,964983034,120769
1,1805,4,964983056,120890
1,1920,4,964981780,122718
1,1927,5,964981497,20629
1,1954,5,964982176,75148
1,1967,4,964981710,91369
1,2000,4,964982211,93409
1,2005,5,964981710,89218
1,2012,4,964984176,99088
1,2018,5,964980523,34492
1,2028,4,964981888,120815
1,2033,5,964982903,88814
1,2046,4,964982563,91059
1,2048,5,964982791,91149
1,2054,4,964981747,97523
1,2058,5,964982400,120768
1,2078,5,964982838,61852
1,2090,5,964982838,76618
1,2093,3,964981710,89908
1,2094,5,964982653,102803
1,2096,4,964982838,53285
1,2099,4,964982588,38969
1,2105,4,964981725,84827
1,2115,5,964982529,87469
1,2116,5,964982876,77869
1,2137,5,964982791,70016
1,2139,5,964982791,84649
1,2141,5,964982838,90633
1,2143,4,964981725,89469
1,2161,5,964981710,88323
1,2174,4,964981680,94721
1,2193,4,964981710,96446
1,2253,2,964981775,105629
1,2268,4,964982989,104257
1,2273,4,964982310,120812
1,2291,5,964983664,99487
1,2329,5,964983263,120586
1,2338,2,964983546,130018
1,2353,5,964983861,120660
1,2366,4,964982462,24216
1,2387,5,964983123,124198
1,2389,2,964983094,155975
1,2395,5,964981093,128445
1,2406,4,964982310,88011
1,2414,3,964982513,90357
1,2427,5,964982242,120863
1,2450,4,964982620,91225
1,2459,5,964983414,72271
1,2470,5,964982588,90555
1,2478,4,964984169,92086
1,2492,4,965719662,138987
1,2502,5,964981278,151804
1,2528,3,964982328,74812
1,2529,5,964982242,63442
1,2542,5,964981265,120735
1,2571,5,964981888,133093
1,2580,5,964983000,139239
1,2596,5,964981144,133189
1,2616,4,964983080,99422
1,2617,2,964982588,120616
1,2628,4,964980523,120915
1,2640,4,964982377,78346
1,2641,5,964982620,81573
1,2644,4,964983393,21814
1,2648,4,964983414,21884
1,2654,5,964983393,34398
1,2657,3,964983426,73629
1,2692,5,964981855,130827
1,2700,5,964980985,158983
1,2716,5,964983414,87332
1,2761,5,964982703,129167
1,2797,4,964981710,94737
1,2826,4,964980523,120657
1,2858,5,964980868,169547
1,2872,5,964981680,82348
1,2899,5,964982703,31397
1,2916,4,964982290,100802
1,2944,5,964981872,61578
1,2947,5,964982176,58150
1,2948,5,964982191,57076
1,2949,5,964981888,55928
1,2959,5,964983282,137523
1,2985,4,964983034,93870
1,2987,5,964982495,96438
1,2991,5,964982271,70328
1,2993,5,964982242,59800
1,2997,4,964980896,120601
1,3033,5,964983762,94012
1,3034,5,964982791,70608
1,3052,5,964981208,120655
1,3053,5,964984086,151137
1,3062,4,964981872,56197
1,3147,5,964983873,120689
1,3168,4,964982495,64276
1,3176,1,964983504,134119
1,3243,3,964981093,104187
1,3247,3,964983108,105417
1,3253,5,964981107,105793
1,3273,5,964983536,134084
1,3386,5,964983484,102138
1,3439,4,964981799,103060
1,3440,4,964981799,108308
1,3441,5,964982328,87985
1,3448,5,964984054,93105
1,3450,5,964981144,107050
1,3479,4,964981725,89457
1,3489,4,964981775,102057
1,3527,4,964982271,93773
1,3578,5,964980668,172495
1,3617,4,964980683,215129
1,3639,4,964982271,71807
1,3671,5,964981589,71230
1,3702,5,964983737,79501
1,3703,5,964981909,82694
1,3729,5,964982363,67741
1,3740,4,964982417,90728
1,3744,4,964980694,162650
1,3793,5,964981855,120903
1,3809,4,964981220,103241
1,4006,4,964982903,92106
1,5060,5,964984002,66026
2,318,3,1445714835,111161
2,333,4,1445715029,114694
2,1704,4.5,1445715228,119217
2,3578,4,1445714885,172495
2,6874,4,1445714952,266697
2,8798,3.5,1445714960,369339
2,46970,4,1445715013,415306
2,48516,4,1445715064,407887
2,58559,4.5,1445715141,468569
2,60756,5,1445714980,838283
2,68157,4.5,1445715154,361748
2,71535,3,1445714974,1156398
2,74458,4,1445714926,1130884
2,77455,3,1445714941,1587707
2,79132,4,1445714841,1375666
2,80489,4.5,1445715340,840361
2,80906,5,1445715172,1645089
2,86345,4,1445715166,1421373
2,89774,5,1445715189,1291584
2,91529,3.5,1445714891,1345836
2,91658,2.5,1445714938,1568346
2,99114,3.5,1445714874,1853728
2,106782,5,1445714966,993846
2,109487,3,1445715145,816692
2,112552,4,1445714882,2582802
2,114060,2,1445715276,1600196
2,115713,3.5,1445714854,470752
2,122882,5,1445715272,1392190
2,131724,5,1445714851,4299972
3,31,0.5,1306463578,112792
3,527,0.5,1306464275,108052
3,647,0.5,1306463619,115956
3,688,0.5,1306464228,114048
3,720,0.5,1306463595,118114
3,849,5,1306463611,116225
3,914,0.5,1306463567,58385
3,1093,0.5,1306463627,101761
3,1124,0.5,1306464216,82846
3,1263,0.5,1306463569,77416
3,1272,0.5,1306463624,66206
3,1275,3.5,1306463323,91203
3,1302,0.5,1306464189,97351
3,1371,3,1306463561,79945
3,1587,4.5,1306464003,82198
3,2018,0.5,1306464175,34492
3,2080,0.5,1306463572,48280
3,2090,0.5,1306464261,76618
3,2105,2,1306463559,84827
3,2288,4,1306463631,84787
3,2424,0.5,1306464293,128853
3,2851,5,1306463925,81454
3,3024,4.5,1306464054,78087
3,3210,0.5,1306463638,83929
3,3703,5,1306463603,82694
3,3949,0.5,1306464245,180093
3,4518,5,1306463770,95488
3,5048,0.5,1306464284,281373
3,5181,5,1306463718,80836
3,5746,5,1306463708,82431
3,5764,4.5,1306464021,82677
3,5919,5,1306463825,83557
3,6238,0.5,1306464204,99699
3,6835,5,1306463670,82000
3,7899,4.5,1306464036,72913
3,7991,5,1306463684,72856
3,26409,4.5,1306463993,78062
3,70946,5,1306463815,105643
3,72378,0.5,1306464164,1190080
4,21,3,986935199,113161
4,32,2,945173447,114746
4,45,3,986935047,114681
4,47,2,945173425,114369
4,52,3,964622786,113819
4,58,3,964538444,110877
4,106,4,986848784,110251
4,125,5,964622758,116324
4,126,1,986848920,110647
4,162,5,945078571,109508
4,171,3,945078428,113464
4,176,5,964622565,113677
4,190,2,945079259,114323
4,215,5,945079078,112471
4,222,1,945629040,112679
4,232,5,964622684,111797
4,235,2,945173513,109707
4,247,3,986848894,110005
4,260,5,945079259,76759
4,265,5,964538468,103994
4,296,1,945173350,110912
4,319,5,945079182,111149
4,342,5,964538500,110598
4,345,4,945629063,109045
4,348,4,964622786,109348
4,351,3,986934901,109484
4,357,3,964623306,109831
4,368,4,945078690,110478
4,417,2,945078467,109219
4,441,1,986934915,106677
4,450,2,986848828,111732
4,457,5,945079259,106977
4,475,5,945174290,107207
4,492,5,945079872,107507
4,509,1,945079106,107822
4,538,5,945078636,108149
4,539,1,964538832,108160
4,553,2,945079301,108358
4,588,4,945079670,103639
4,593,5,964539986,102926
4,595,3,986848609,101414
4,599,2,945078587,65214
4,608,5,964540008,116282
4,648,3,945079906,117060
4,708,4,986935230,117979
4,759,3,945078601,110480
4,800,4,945079106,116905
4,892,4,964622714,117991
4,898,5,964623347,32904
4,899,4,945079653,45152
4,902,4,945078446,54698
4,904,4,945079837,47396
4,908,5,945173902,53125
4,910,5,945173989,53291
4,912,5,945173902,34583
4,914,5,945079670,58385
4,919,5,945079521,32138
4,920,5,945173602,31381
4,930,5,964538571,38787
4,937,3,986849085,50658
4,1025,4,945079232,57546
4,1046,5,945173654,115640
4,1057,3,964540578,116242
4,1060,2,986934819,117802
4,1073,4,945079483,67992
4,1077,5,945173692,70707
4,1079,2,945078946,95159
4,1080,5,986934696,79470
4,1084,5,945079259,61418
4,1086,5,964539723,46912
4,1094,3,964538500,104036
4,1103,5,964539723,48545
4,1136,5,986934625,71853
4,1179,4,964539180,99703
4,1183,1,964778513,116209
4,1188,5,964538500,105488
4,1196,5,964538763,80684
4,1197,5,964538763,93779
4,1198,3,964538728,82971
4,1199,2,945078967,88846
4,1203,5,945174025,50083
4,1211,1,964539205,93191
4,1213,4,945079729,99685
4,1219,4,964539961,54215
4,1225,4,964539326,86879
4,1250,5,945174008,50212
4,1259,4,964538728,92005
4,1265,4,964622684,107048
4,1266,4,986849037,105695
4,1279,2,986934832,102536
4,1282,5,945079653,32455
4,1283,5,945078690,44706
4,1288,4,945079653,88258
4,1291,4,964538763,97576
4,1304,3,945078467,64115
4,1391,1,945173766,116996
4,1449,5,945079767,118111
4,1466,4,945173492,119008
4,1500,4,964622830,119229
4,1517,4,945079790,118655
4,1580,3,986935244,119654
4,1597,1,945079906,118883
4,1617,2,945079837,119488
4,1641,4,964622758,119164
4,1704,1,945629015,119217
4,1719,4,945079956,120255
4,1732,4,945079889,118715
4,1733,5,945079143,118566
4,1734,3,964539357,119590
4,1834,5,945174134,120176
4,1860,2,986849001,119448
4,1883,4,964622642,118798
4,1885,3,964622617,120777
4,1892,2,964539431,120787
4,1895,4,945629179,127723
4,1907,3,964540505,120762
4,1914,4,964622714,120321
4,1916,1,986934786,118789
4,1923,3,986934870,129387
4,1947,5,945079653,55614
4,1966,2,964622684,100142
4,1967,5,945078967,91369
4,1968,4,986934786,88847
4,2019,2,945078690,47478
4,2076,4,945079052,90756
4,2078,5,945079521,61852
4,2109,4,986935016,79367
4,2145,3,986935328,91790
4,2150,5,986934738,80801
4,2174,5,964539855,94721
4,2186,5,945174008,44079
4,2203,4,945079729,36342
4,2204,5,964540008,35279
4,2282,1,945629238,126604
4,2324,1,964622590,118799
4,2336,2,964538964,127536
4,2351,4,945078467,50783
4,2359,4,964622590,166396
4,2390,5,945079164,147004
4,2395,3,964623306,128445
4,2406,4,986935302,88011
4,2467,4,945079858,91605
4,2571,1,945173385,133093
4,2583,5,945078863,126250
4,2599,5,964622684,126886
4,2628,1,986848894,120915
4,2683,4,945079790,145660
4,2692,5,945079013,130827
4,2712,2,945078542,120663
4,2762,4,964539986,167404
4,2763,1,964778621,155267
4,2770,2,945173553,131325
4,2791,5,964539628,80339
4,2843,5,945078814,118843
4,2858,5,964539140,169547
4,2874,4,986935016,50814
4,2921,4,945078708,68699
4,2926,5,986934870,95270
4,2959,2,945078528,137523
4,2973,2,945078946,97123
4,2997,4,986848610,120601
4,3033,4,986936200,94012
4,3044,5,945079920,101669
4,3060,4,986934884,101605
4,3079,3,964778197,178737
4,3083,5,964622487,185125
4,3160,4,964539121,175880
4,3175,1,964538930,177789
4,3176,4,964539771,134119
4,3204,4,964539828,77269
4,3255,4,964623306,104694
4,3317,4,986934498,185014
4,3358,3,964622758,101698
4,3365,5,964538329,49730
4,3386,4,964539395,102138
4,3408,4,986849238,195685
4,3481,2,964538243,146882
4,3489,1,986848908,102057
4,3508,5,964538351,75029
4,3538,2,986849212,166175
4,3591,1,986935199,85970
4,3788,3,964539085,60176
4,3809,3,986936207,103241
4,3851,5,986849180,251739
4,3897,4,986934465,181875
4,3911,3,986849149,218839
4,3967,4,986849164,249462
4,3996,4,986849130,190332
4,4002,3,986934819,93748
4,4014,1,986849254,241303
4,4020,3,986848856,219699
4,4021,4,986849180,247196
4,4027,3,986849201,190590
4,4029,3,986849226,120202
4,4033,4,986849149,146309
4,4034,5,986848753,181865
4,4074,3,986848665,234805
4,4121,4,986934901,93260
4,4144,3,986848685,118694
4,4166,3,986848700,251031
4,4226,2,1007569424,209144
4,4239,5,986848685,221027
4,4246,4,1007574542,243155
4,4252,3,1007569465,255094
4,4260,2,1007569424,199129
4,4273,4,1007574470,240913
4,4308,1,1007569465,203009
4,4347,4,1007569586,234288
4,4381,3,1007574509,243493
4,4641,1,1007569586,162346
4,4741,3,1007574532,203166
4,4765,5,1007569445,242587
4,4881,3,1007569445,243133
4,4896,4,1007574532,241527
4,4902,4,1007569465,256009
4,4967,5,1007569424,283509
5,1,4,847434962,114709
5,21,4,847435238,113161
5,34,4,847434881,112431
5,36,4,847435292,112818
5,39,3,847434961,112697
5,50,4,847434881,114814
5,58,5,847435238,110877
5,110,4,847434880,112573
5,150,3,847434748,112384
5,153,3,847434802,112462
